,0,1,2,3
372,EOGVerticalSignal-MOMENT,ACE,kmeans,0.049312803985437186
373,EOGVerticalSignal-MOMENT,CE,sem aware groupings,0.20106881856918335
374,EOGVerticalSignal-MOMENT,Brier,sem aware groupings,0.05751997686067967
375,EOGVerticalSignal-MOMENT,ECE,sem aware groupings,0.04915988050113064
376,EOGVerticalSignal-MOMENT,smECE,sem aware groupings,0.039521219436907
377,EOGVerticalSignal-MOMENT,ACE,sem aware groupings,0.05565360301297713
378,EthanolLevel-MOMENT,Accuracy,no cal,0.75
379,EthanolLevel-MOMENT,CE,no cal,0.5588409324349036
380,EthanolLevel-MOMENT,Brier,no cal,0.18620375010291765
381,EthanolLevel-MOMENT,ECE,no cal,0.0010359510737637523
382,EthanolLevel-MOMENT,smECE,no cal,0.019360081480238427
383,EthanolLevel-MOMENT,ACE,no cal,0.04965321967502591
384,EthanolLevel-MOMENT,CE,global,0.5590741978734095
385,EthanolLevel-MOMENT,Brier,global,0.18633565277258718
386,EthanolLevel-MOMENT,ECE,global,0.01278153167951835
387,EthanolLevel-MOMENT,smECE,global,0.02213186682769313
388,EthanolLevel-MOMENT,ACE,global,0.05496664315675591
389,EthanolLevel-MOMENT,CE,kmeans,0.5629182471597117
390,EthanolLevel-MOMENT,Brier,kmeans,0.18775223673613253
391,EthanolLevel-MOMENT,ECE,kmeans,0.05689635243922081
392,EthanolLevel-MOMENT,smECE,kmeans,0.03761741378818222
393,EthanolLevel-MOMENT,ACE,kmeans,0.06613228670263566
394,EthanolLevel-MOMENT,CE,sem aware groupings,0.5597314238548279
395,EthanolLevel-MOMENT,Brier,sem aware groupings,0.18650117176105127
396,EthanolLevel-MOMENT,ECE,sem aware groupings,0.02083057165145874
397,EthanolLevel-MOMENT,smECE,sem aware groupings,0.023315609619346235
398,EthanolLevel-MOMENT,ACE,sem aware groupings,0.05953802685770724
399,FaceAll-MOMENT,Accuracy,no cal,0.9285714285714286
400,FaceAll-MOMENT,CE,no cal,0.15240498302224836
401,FaceAll-MOMENT,Brier,no cal,0.04199649049182079
